,index,Company,Abbr,Road No.,Model,Date,HP
3094,37,Railway Equipment and Leasing Company,Relco,920 & 921,SW8,,800.0
3095,38,Railway Equipment and Leasing Company,Relco,922,SW8,,800.0
3096,39,Railway Equipment and Leasing Company,Relco,1001-1003,S2 / S4,Sep-50,
3097,40,Railway Equipment and Leasing Company,Relco,1004 & 1009,S2 / S4,Oct-49,
3098,41,Railway Equipment and Leasing Company,Relco,1005 & 1006,S2 / S4,Aug-45,
3099,42,Railway Equipment and Leasing Company,Relco,"1007, 1010",S2 / S4,Sep-50,
3100,43,Railway Equipment and Leasing Company,Relco,1008 & 1011,S2 / S4,Feb-46,
3101,44,Railway Equipment and Leasing Company,Relco,1012-1014,S2 / S4,Mar-48,
3102,45,Railway Equipment and Leasing Company,Relco,"1015, 16 & 18",S2 / S4,Oct-47,
3103,46,Railway Equipment and Leasing Company,Relco,"1017, 1019 & 1020",S2 / S4,Oct-47,
3104,47,Railway Equipment and Leasing Company,Relco,1021 & 1023,S2 / S4,Mar-54,
3105,48,Railway Equipment and Leasing Company,Relco,"1022, 24 & 25",S2 / S4,,
3106,49,Railway Equipment and Leasing Company,Relco,1028,S2 / S4,Jun-49,
3107,50,Railway Equipment and Leasing Company,Relco,1026 & 1027,S2 / S4,Sep-42,
3108,51,Railway Equipment and Leasing Company,Relco,1029 & 1032,S2 / S4,Feb-41,
3109,52,Railway Equipment and Leasing Company,Relco,1034,S2 / S4,Aug-41,
3110,53,Railway Equipment and Leasing Company,Relco,"1030, 1031 & 1034",S2 / S4,Jun-43,
3111,54,Railway Equipment and Leasing Company,Relco,1033,S2 / S4,Apr-53,
3112,55,Railway Equipment and Leasing Company,Relco,1033(2nd & 3rd),S2 / S4,Aug-46,
3113,56,Railway Equipment and Leasing Company,Relco,1035,S2 / S4,Jul-46,
3114,57,Railway Equipment and Leasing Company,Relco,1036 & 1037,S2 / S4,Mar-49,
3115,58,Railway Equipment and Leasing Company,Relco,1038 & 1039,S2 / S4,May-53,
3116,59,Railway Equipment and Leasing Company,Relco,1040 & 1041,S2 / S4,,
3117,60,Railway Equipment and Leasing Company,Relco,1042-1045,S2 / S4,May-47,
3118,61,Railway Equipment and Leasing Company,Relco,1047-1049,S2 / S4,Jun-48,
3119,62,Railway Equipment and Leasing Company,Relco,"1050, 1051 & 1053(1st)",S2 / S4,Jan-52,
3120,63,Railway Equipment and Leasing Company,Relco,"1052, 1053(2nd) & 1056",S2 / S4,Apr-56,
3121,64,Railway Equipment and Leasing Company,Relco,1054 & 1055,S2 / S4,Jan-42,
3122,65,Railway Equipment and Leasing Company,Relco,1057-1059,S2 / S4,May-56,
3123,66,Railway Equipment and Leasing Company,Relco,1061 & 1062,S2 / S4,Feb-47,
3124,67,Railway Equipment and Leasing Company,Relco,"1062, 63 & 64",S2 / S4,Jul-48,
3125,68,Railway Equipment and Leasing Company,Relco,1065-1067,S2 / S4,Feb-47,
3126,69,Railway Equipment and Leasing Company,Relco,1070 & 1072,S2 / S4,Oct-52,
3127,70,Railway Equipment and Leasing Company,Relco,1071(1st) & 1071(2nd),S2 / S4,Jan-52,
3128,71,Railway Equipment and Leasing Company,Relco,1073 & 1074,S2 / S4,Jan-49,
3129,72,Railway Equipment and Leasing Company,Relco,1075 & 1075(2nd),S2 / S4,Feb-51,
3130,73,Railway Equipment and Leasing Company,Relco,1076,S2 / S4,Jan-54,
3131,74,Railway Equipment and Leasing Company,Relco,1077,S2 / S4,Jan-54,
3132,75,Railway Equipment and Leasing Company,Relco,1078,S2 / S4,Sep-43,
3133,76,Railway Equipment and Leasing Company,Relco,1201 & 1202,NW2 / SW9,Mar-49,
3134,77,Railway Equipment and Leasing Company,Relco,"1203, 04 & 06(2nd)",NW2 / SW9,Oct-46,
3135,78,Railway Equipment and Leasing Company,Relco,1205 & 1207,NW2 / SW9,Jan-48,
3136,79,Railway Equipment and Leasing Company,Relco,1206(1st),NW2 / SW9,Nov-51,
3137,80,Railway Equipment and Leasing Company,Relco,1208-1210,NW2 / SW9,Mar-48,
3138,81,Railway Equipment and Leasing Company,Relco,1211-1213,NW2 / SW9,Jun-48,
3139,82,Railway Equipment and Leasing Company,Relco,1211(2nd)-1213(2nd),NW2 / SW9,,
3140,83,Railway Equipment and Leasing Company,Relco,1214 & 1215,NW2 / SW9,Nov-48,
3141,84,Railway Equipment and Leasing Company,Relco,"1214(2nd), 1215(2nd) & 1215(3rd)",NW2 / SW9,,
3142,85,Railway Equipment and Leasing Company,Relco,1216 & 1217,NW2 / SW9,Oct-49,
3143,86,Railway Equipment and Leasing Company,Relco,1218 & 1219,NW2 / SW9,Aug-44,
3144,87,Railway Equipment and Leasing Company,Relco,1220,NW2 / SW9,,
3145,88,Railway Equipment and Leasing Company,Relco,1234,NW2 / SW9,Aug-41,
3146,89,Railway Equipment and Leasing Company,Relco,1231-1234,NW2 / SW9,Jun-48,
3147,90,Railway Equipment and Leasing Company,Relco,"1241, 1251 & 1255",SW7,Mar-50,1200.0
3148,91,Railway Equipment and Leasing Company,Relco,1250 & 1252,SW9,,1200.0
3149,92,Railway Equipment and Leasing Company,Relco,"1253, 1254 & 1256",SW9,Feb-51,1200.0
3150,93,Railway Equipment and Leasing Company,Relco,1257-1259,SW9,Oct-51,1200.0
3151,94,Railway Equipment and Leasing Company,Relco,1261 & 1263,SW9,Mar-52,1200.0
3152,95,Railway Equipment and Leasing Company,Relco,"1260, 1262 & 1264",SW1200,Jul-60,1200.0
3153,96,Railway Equipment and Leasing Company,Relco,"1265, 1267-168",SW1200,,1200.0
3154,97,Railway Equipment and Leasing Company,Relco,1266 & 1270,SW1200,Feb-59,1200.0
3155,98,Railway Equipment and Leasing Company,Relco,1269,SW1200,Feb-56,1200.0
3156,99,Railway Equipment and Leasing Company,Relco,1271-1273,SW1200,May-59,1200.0
3157,100,Railway Equipment and Leasing Company,Relco,1281-1283,SW1200RS,Jul-56,1200.0
3158,101,Railway Equipment and Leasing Company,Relco,1284-1286,SW1200RS,Jun-57,1200.0
3159,102,Railway Equipment and Leasing Company,Relco,1287-1289,SW1200RS,Oct-56,1200.0
3160,103,Railway Equipment and Leasing Company,Relco,1290-1292,SW1200RS,May-58,1200.0
3161,104,Railway Equipment and Leasing Company,Relco,1293-1295,SW1200RS,Nov-57,1200.0
3162,105,Railway Equipment and Leasing Company,Relco,1296-1298,SW1200RS,Aug-57,1200.0
3163,106,Railway Equipment and Leasing Company,Relco,1299(2nd),SW1200RS,Nov-56,1200.0
3164,107,Railway Equipment and Leasing Company,Relco,1299(1st) / 1301,NW5,Jan-47,
3165,108,Railway Equipment and Leasing Company,Relco,1308 & 1317,SW1200,Jan-60,1200.0
3166,109,Railway Equipment and Leasing Company,Relco,1311,SW1,Aug-64,600.0
3167,110,Railway Equipment and Leasing Company,Relco,1401,SW1000 / 1500,Apr-72,
3168,111,Railway Equipment and Leasing Company,Relco,1500,SW1000 / 1500,Nov-68,
3169,112,Railway Equipment and Leasing Company,Relco,1508,SW1000 / 1500,May-76,
3170,113,Railway Equipment and Leasing Company,Relco,1601,RS3,Aug-55,
3171,114,Railway Equipment and Leasing Company,Relco,1602-03 & 07,GP7 / GP7u,Aug-52,
3172,115,Railway Equipment and Leasing Company,Relco,1604 & 1605,GP7 / GP7u,Jun-53,
3173,116,Railway Equipment and Leasing Company,Relco,1608,GP7 / GP7u,Sep-52,
3174,117,Railway Equipment and Leasing Company,Relco,1609-1611,GP9r,Aug-55,
3175,118,Railway Equipment and Leasing Company,Relco,1612-1615,GP9r,May-54,
3176,119,Railway Equipment and Leasing Company,Relco,1616-1618,GP9r,Jul-55,
3177,120,Railway Equipment and Leasing Company,Relco,1619(1st) & 1619(2nd),GP9r,Mar-56,
3178,121,Railway Equipment and Leasing Company,Relco,1606,GP10,Mar-53,1800.0
3179,122,Railway Equipment and Leasing Company,Relco,1620-21,GP10,Mar-53,1800.0
3180,123,Railway Equipment and Leasing Company,Relco,1622,GP18,Feb-60,1800.0
3181,124,Railway Equipment and Leasing Company,Relco,1700 & 1705,GP9,Aug-56,1750.0
3182,125,Railway Equipment and Leasing Company,Relco,1803,GP11,Aug-56,
3183,126,Railway Equipment and Leasing Company,Relco,2001,GP20,Dec-59,2000.0
3184,127,Railway Equipment and Leasing Company,Relco,2050,GP38M-4,Feb-64,
3185,128,Railway Equipment and Leasing Company,Relco,3001-3019,SD40-3,,
3186,129,Railway Equipment and Leasing Company,Relco,3061-3064,SD40-3,Jan-70,
3187,130,Railway Equipment and Leasing Company,Relco,8500 & 8501,B39-8E,Oct-87,
3188,131,Railway Equipment and Leasing Company,Relco,8503,B39-8E,Apr-88,
3189,132,Railway Equipment and Leasing Company,Relco,8507-010,B39-8E,Nov-87,
3190,133,Railway Equipment and Leasing Company,Relco,8512-15,B39-8E,Nov-87,
3191,134,Railway Equipment and Leasing Company,Relco,"8517, 20 & 21",B39-8E,Nov-87,
3192,135,Railway Equipment and Leasing Company,Relco,"8523, 24 & 27-29",B39-8E,Nov-87,
3193,136,Railway Equipment and Leasing Company,Relco,"8532, 34 & 37-8",B39-8E,Nov-87,
3194,137,Railway Equipment and Leasing Company,Relco,"8542, 43, 45 & 47",B39-8E,Dec-87,
3195,138,Railway Equipment and Leasing Company,Relco,"8551, 62, 64, & 68",B39-8E,Jan-88,
3196,139,Railway Equipment and Leasing Company,Relco,"8570, 71 & 73",B39-8E,Mar-88,
3197,140,Railway Equipment and Leasing Company,Relco,8577 & 80-82,B39-8E,Mar-88,
3198,141,Railway Equipment and Leasing Company,Relco,"8584, & 86-90",B39-8E,Apr-88,
3199,142,Railway Equipment and Leasing Company,Relco,"8595, 98, & 99",B39-8E,Apr-88,
3200,143,Railway Equipment and Leasing Company,Relco,9028 & 9039,C40-8,Jun-89,
3201,144,Railway Equipment and Leasing Company,Relco,"9041, 9043 & 9049",C40-8,Aug-89,
3202,0,Railcar Leasing,RMGX,RMGX 1 & 2,SD38-2,Mar-74,2000.0
3203,1,Railcar Leasing,RMGX,RMGX 115,SW900 / SW9 / SW1200,Sep-51,
3204,2,Railcar Leasing,RMGX,RMGX 711,SW900 / SW9 / SW1200,Nov-53,
3205,3,Railcar Leasing,RMGX,RMPX 1201 & 1205,SW900 / SW9 / SW1200,Jan-63,
3206,4,Railcar Leasing,RMGX,RMPX 1401-1403,SW14,Apr-49,1000.0
3207,5,Railcar Leasing,RMGX,RMPX 1411 & 1443,SW14,Jul-51,1000.0
3208,6,Railcar Leasing,RMGX,"RMPX 1439, 1444 & 1452",SW14,May-50,1000.0
3209,7,Railcar Leasing,RMGX,RMGX 2000-2004,GP38,Jun-69,2000.0
3210,8,Railcar Leasing,RMGX,"RMGX 2005, 2007 & 2009",GP38,Feb-68,2000.0
3211,9,Railcar Leasing,RMGX,RMPX 2105,SW1,Dec-50,600.0
3212,10,Railcar Leasing,RMGX,RMPX 2482 & 2525,SW1500,,1500.0
3213,11,Railcar Leasing,RMGX,"RMPX 2602, 2680 & 2687",SW1500,,1500.0
3214,12,Railcar Leasing,RMGX,RMPX 3166,B23-7,Sep-78,2250.0
3215,13,Railcar Leasing,RMGX,RMGX 4002-4005,GP9Rm,,
3216,14,Railcar Leasing,RMGX,RMGX 5000 & 5004-06,C30-7,Aug-79,3000.0
3217,15,Railcar Leasing,RMGX,RMGX 5011 & 5013-24,C30-7,Oct-79,3000.0
3218,16,Railcar Leasing,RMGX,RMGX 5026-36 & 39-41,C30-7,Oct-79,3000.0
3219,17,Railcar Leasing,RMGX,"RMGX 5043, 45 & 46",C30-7,Nov-79,3000.0
3220,18,Railcar Leasing,RMGX,"RMGX 5049, 57 & 78",C30-7,Apr-80,3000.0
3221,19,Railcar Leasing,RMGX,RMGX 5574 & 5576,C30-7,Feb-79,3000.0
3222,20,Railcar Leasing,RMGX,RMGX 5207,SD40 / SD40A,Sep-79,
3223,21,Railcar Leasing,RMGX,"RMGX 5126, 44, 60 & 5207",SD40 / SD40A,Jan-70,
3224,22,Railcar Leasing,RMGX,RMGX 6006 & 6008,SD40 / SD40A,Feb-71,
3225,23,Railcar Leasing,RMGX,RMPX 6409 & 6424,GP40-2,Apr-76,3000.0
3226,24,Railcar Leasing,RMGX,"RMGX 8105, 8121 & 8122",SW1200RS,Aug-58,1200.0
3227,25,Railcar Leasing,RMGX,RMPX 8178,GP10 / GP11,Jan-56,
3228,26,Railcar Leasing,RMGX,RMPX 8409 & 8417,GP10 / GP11,Mar-55,
3229,27,Railcar Leasing,RMGX,"RMPX 8708, 8729 & 8753",GP10 / GP11,Jul-56,
3230,28,Railcar Leasing,RMGX,"RMGX 9302, 03 & 07",GP40,May-66,3000.0
3231,29,Railcar Leasing,RMGX,RMGX 9308 & 9310,GP40,Jun-66,3000.0
3232,30,Railcar Leasing,RMGX,RMPX 9354,SW1200,Nov-57,1200.0
3233,31,Railcar Leasing,RMGX,"RMPX 9404, 06, 13 & 20",GP40-2LW / GP40-2W,Apr-75,
3234,32,Railcar Leasing,RMGX,"RMPX 9426, 31 & 41-43",GP40-2LW / GP40-2W,Jun-74,
3235,33,Railcar Leasing,RMGX,"RMPX 9457, 64, 85 & 90",GP40-2LW / GP40-2W,Jul-74,
3236,34,Railcar Leasing,RMGX,"RMPX 9504, 05, 14, 20",GP40-2LW / GP40-2W,Sep-74,
3237,35,Railcar Leasing,RMGX,"RMPX 9578, 9603 & 9610",GP40-2LW / GP40-2W,Jul-75,
3238,36,Railcar Leasing,RMGX,"RMPX 9637, 9638 & 9645",GP40-2LW / GP40-2W,Mar-76,
3239,37,Railcar Leasing,RMGX,RMPX 9658 & 61,GP40-2LW / GP40-2W,Jul-56,
3240,38,Railcar Leasing,RMGX,RMGX 9706-9708,GP38,Oct-69,2000.0
3241,0,Rail Link Inc,RLIX,31,SW7 / SW900 / Sw1200,Feb-65,
3242,1,Rail Link Inc,RLIX,111 & 133,SW7 / SW900 / Sw1200,,
3243,2,Rail Link Inc,RLIX,137,SW7 / SW900 / Sw1200,,
3244,3,Rail Link Inc,RLIX,146,SW7 / SW900 / Sw1200,Dec-56,
3245,4,Rail Link Inc,RLIX,152,GP7,,1500.0
3246,5,Rail Link Inc,RLIX,203,SW1200,Jul-65,1200.0
3247,6,Rail Link Inc,RLIX,208,SW1200,Dec-55,1200.0
3248,7,Rail Link Inc,RLIX,212,SW1200,Dec-55,1200.0
3249,8,Rail Link Inc,RLIX,227,SW7,May-50,1200.0
3250,9,Rail Link Inc,RLIX,233,SW7,,1200.0
3251,10,Rail Link Inc,RLIX,247,SW7,May-50,1200.0
3252,11,Rail Link Inc,RLIX,258,SW1200 / SW10,Mar-59,
3253,12,Rail Link Inc,RLIX,266,SW1200 / SW10,Jun-51,
3254,13,Rail Link Inc,RLIX,278,SW1200 / SW10,Mar-59,
3255,14,Rail Link Inc,RLIX,285,SW1200 / SW10,Jul-65,
3256,15,Rail Link Inc,RLIX,349,SW1500,Mar-72,1500.0
3257,16,Rail Link Inc,RLIX,435 & 437,GP7,Apr-51,1500.0
3258,17,Rail Link Inc,RLIX,438,GP7,May-57,1500.0
3259,18,Rail Link Inc,RLIX,444,GP7,Sep-50,1500.0
3260,19,Rail Link Inc,RLIX,473,GP7,Dec-51,1500.0
3261,20,Rail Link Inc,RLIX,1210,SW1001,Dec-65,1000.0
3262,21,Rail Link Inc,RLIX,1212,SW1200,Dec-55,1200.0
3263,22,Rail Link Inc,RLIX,1215,SW1200,Jul-65,1200.0
3264,23,Rail Link Inc,RLIX,1216,SW1200,Jul-64,1200.0
3265,24,Rail Link Inc,RLIX,1220,SW1200,,1200.0
3266,25,Rail Link Inc,RLIX,1247,SW900,Dec-56,900.0
3267,26,Rail Link Inc,RLIX,1249,SW900,Dec-56,900.0
3268,27,Rail Link Inc,RLIX,1250,SW1200,Jul-49,1200.0
3269,28,Rail Link Inc,RLIX,1251,SW1200,Nov-50,1200.0
3270,29,Rail Link Inc,RLIX,1500,SW1500,Apr-69,1500.0
3271,30,Rail Link Inc,RLIX,1503,SW1500,May-70,1500.0
3272,31,Rail Link Inc,RLIX,1507,SW1500,Feb-72,1500.0
3273,32,Rail Link Inc,RLIX,1517,SW1500,Aug-66,1500.0
3274,33,Rail Link Inc,RLIX,1522,SW1500,Aug-66,1500.0
3275,34,Rail Link Inc,RLIX,1523,SW1500,Apr-72,1500.0
3276,35,Rail Link Inc,RLIX,1524,SW1500,Mar-72,1500.0
3277,36,Rail Link Inc,RLIX,1526,SW1500,Feb-72,1500.0
3278,37,Rail Link Inc,RLIX,1527,SW1500,Nov-74,1500.0
3279,38,Rail Link Inc,RLIX,1528,SW1500,Dec-69,1500.0
3280,39,Rail Link Inc,RLIX,1590,MP15DC,Nov-80,1500.0
3281,40,Rail Link Inc,RLIX,1592,MP15DC,Nov-74,1500.0
3282,41,Rail Link Inc,RLIX,2025,GP38-2,Nov-67,2000.0
3283,42,Rail Link Inc,RLIX,3417,SW1500,Dec-69,1500.0
3284,43,Rail Link Inc,RLIX,3541,SW1500,,1500.0
3285,44,,,,,,
3286,45,,,,,,
3287,46,,,,,,
3288,47,,,,,,
3289,48,,,,,,
3290,0,Railpower Inc.,RPRX,1401.0,RP14BD,2011,
3291,1,Railpower Inc.,RPRX,1411.0,RP14BD,2011,
3292,2,Railpower Inc.,RPRX,5400.0,RP20BD,May-06,
3293,3,Railpower Inc.,RPRX,5401.0,RP20BD,,
3294,4,Railpower Inc.,RPRX,5402.0,RP20BD,,
3295,5,Railpower Inc.,RPRX,5403.0,RP20BD,,
3296,6,Railpower Inc.,RPRX,5404.0,RP20BD,,
3297,7,Railpower Inc.,RPRX,5405.0,RP20BD,,
3298,8,Railpower Inc.,RPRX,5406.0,RP20BD,Jan-07,
3299,9,Railpower Inc.,RPRX,5407.0,RP20BD,Nov-07,
3300,10,Railpower Inc.,RPRX,5600.0,RP20CD,Dec-07,
3301,11,,,,,,
3302,0,Rail Switching Services,RSSX,1,SW1500,,1500.0
3303,1,Rail Switching Services,RSSX,7 & 8,SW1500,,1500.0
3304,2,Rail Switching Services,RSSX,10 & 19,GP7,,1500.0
3305,3,Rail Switching Services,RSSX,46,GP9,,1750.0
3306,4,Rail Switching Services,RSSX,61,GP9,,1750.0
3307,5,Rail Switching Services,RSSX,--,GP9,,1750.0
3308,6,Rail Switching Services,RSSX,101,SW1200,,1200.0
3309,7,Rail Switching Services,RSSX,102 & 103,TC10,,
3310,8,Rail Switching Services,RSSX,110,SW1200,,1200.0
3311,9,Rail Switching Services,RSSX,112,S2m,,
3312,10,Rail Switching Services,RSSX,129,SW1200,,1200.0
3313,11,Rail Switching Services,RSSX,168 & 169,NW2R / SW1200,,
3314,12,Rail Switching Services,RSSX,201,SW14,,1000.0
3315,13,Rail Switching Services,RSSX,203,SW900,,900.0
3316,14,Rail Switching Services,RSSX,202 & 233,SW1200,,1200.0
3317,15,Rail Switching Services,RSSX,326 & 353,SW1200,,1200.0
3318,16,Rail Switching Services,RSSX,402,SW9,,1200.0
3319,17,Rail Switching Services,RSSX,"430, 436 & 473",GP10,,1800.0
3320,18,Rail Switching Services,RSSX,501 & 502,SW1200,,1200.0
3321,19,Rail Switching Services,RSSX,"506, 576 & 577",GP9,,1750.0
3322,20,Rail Switching Services,RSSX,541,GP15N,Feb-82,
3323,21,Rail Switching Services,RSSX,545 & 553,GP15-1,Jun-76,1500.0
3324,22,Rail Switching Services,RSSX,636 & 685,GP15-1,Jun-76,1500.0
3325,23,Rail Switching Services,RSSX,680,GP15-1,Feb-82,1500.0
3326,24,Rail Switching Services,RSSX,694 & 698,GP15-1,Feb-82,1500.0
3327,25,Rail Switching Services,RSSX,616 & 702,SW1 / SW1200,,
3328,26,Rail Switching Services,RSSX,722 & 754,GP8/GP7,,
3329,27,Rail Switching Services,RSSX,769,NW2,,1000.0
3330,28,Rail Switching Services,RSSX,802 & 803,SW1200,,1200.0
3331,29,Rail Switching Services,RSSX,"900, 02, 04 & 05",SW1200,,1200.0
3332,30,Rail Switching Services,RSSX,929,GP7,,1500.0
3333,31,Rail Switching Services,RSSX,--,SW9,,1200.0
3334,32,Rail Switching Services,RSSX,986,GP7,,1500.0
3335,33,Rail Switching Services,RSSX,1003 & 1008,S6,,
3336,34,Rail Switching Services,RSSX,1032,GP10,,1800.0
3337,35,Rail Switching Services,RSSX,1037,GP10,,1800.0
3338,36,Rail Switching Services,RSSX,1051,GP10,Mar-55,1800.0
3339,37,Rail Switching Services,RSSX,1052,GP10,,1800.0
3340,38,Rail Switching Services,RSSX,1062,GP10,,1800.0
3341,39,Rail Switching Services,RSSX,1078,GP10,,1800.0
3342,40,Rail Switching Services,RSSX,1081,GP10,,1800.0
3343,41,Rail Switching Services,RSSX,1085,GP10,,1800.0
3344,42,Rail Switching Services,RSSX,1150,SW1,,600.0
3345,43,Rail Switching Services,RSSX,"1205, 1219 & 1221",SW1200 / SW1200S / SW7,,
3346,44,Rail Switching Services,RSSX,"1234, 1259 & 1320",NW2/SW10,,
3347,45,Rail Switching Services,RSSX,1337,GP7u,,
3348,46,Rail Switching Services,RSSX,1414,GP10,,1800.0
3349,47,Rail Switching Services,RSSX,1416,GP10,,1800.0
3350,48,Rail Switching Services,RSSX,1493,GP18,Jun-60,1800.0
3351,49,Rail Switching Services,RSSX,1501,25-Tonner,May-56,
3352,50,Rail Switching Services,RSSX,1503,SW1200,,1200.0
3353,51,Rail Switching Services,RSSX,1621,GP7,Mar-60,1500.0
3354,52,Rail Switching Services,RSSX,1700,GP18,Mar-60,1800.0
3355,53,Rail Switching Services,RSSX,1802,CF7,,1500.0
3356,54,Rail Switching Services,RSSX,4-Dec,GP16 / GP7u,Jan-51,
3357,55,Rail Switching Services,RSSX,1814,GP16 / GP7u,,
3358,56,Rail Switching Services,RSSX,2120,SW1200,Jan-55,1200.0
3359,57,Rail Switching Services,RSSX,2235,GP35,May-64,2500.0
3360,58,Rail Switching Services,RSSX,2266,GP9,,1750.0
3361,59,Rail Switching Services,RSSX,2269,SW1200 / SW9,Feb-65,
3362,60,Rail Switching Services,RSSX,2279,SW1200 / SW9,Dec-51,
3363,61,Rail Switching Services,RSSX,2346,NW2,Jun-68,1000.0
3364,62,Rail Switching Services,RSSX,2451,SW1500,Sep-67,1500.0
3365,63,Rail Switching Services,RSSX,2500,SW1500,Jun-68,1500.0
3366,64,Rail Switching Services,RSSX,2519,SW1500,Apr-69,1500.0
3367,65,Rail Switching Services,RSSX,3601,SW1200,,1200.0
3368,66,Rail Switching Services,RSSX,3838,LEAF,,
3369,67,Rail Switching Services,RSSX,4364,GP7R,Oct-50,
3370,68,Rail Switching Services,RSSX,4367,GP7R,Jun-50,
3371,69,Rail Switching Services,RSSX,4443,GP7R,Oct-51,
3372,70,Rail Switching Services,RSSX,4451,GP7R,Nov-51,
3373,71,Rail Switching Services,RSSX,5606,SW1200,Nov-71,1200.0
3374,72,Rail Switching Services,RSSX,7009,CF7,,1500.0
3375,73,Rail Switching Services,RSSX,7011,CF7,,1500.0
3376,74,Rail Switching Services,RSSX,7015 & 7016,SW9,Jan-53,1200.0
3377,75,Rail Switching Services,RSSX,7983 & 7984,GP8/GP9u/GP10,Sep-56,
3378,76,Rail Switching Services,RSSX,8203,GP8/GP9u/GP10,,
3379,77,Rail Switching Services,RSSX,8209,GP8/GP9u/GP10,,
3380,78,Rail Switching Services,RSSX,8215,GP8/GP9u/GP10,Sep-56,
3381,79,Rail Switching Services,RSSX,8234,GP8/GP9u/GP10,,
3382,80,Rail Switching Services,RSSX,8321,GP8/GP9u/GP10,Dec-56,
3383,81,Rail Switching Services,RSSX,8358,GP8/GP9u/GP10,Dec-56,
3384,82,Rail Switching Services,RSSX,8939,SW9,,1200.0
3385,83,Rail Switching Services,RSSX,8950,SW9,Feb-52,1200.0
3386,84,Rail Switching Services,RSSX,8951,SW9,,1200.0
3387,85,Rail Switching Services,RSSX,8959,SW9,Dec-51,1200.0
3388,86,Rail Switching Services,RSSX,8999,SW9,Jan-53,1200.0
3389,87,Rail Switching Services,RSSX,9022,SW9,,1200.0
3390,88,Rail Switching Services,RSSX,9025,SW9,Jun-53,1200.0
3391,89,Rail Switching Services,RSSX,9324,SW1200,May-57,1200.0
3392,0,S & S Leasing,SSRX,116 & 117,GP7U,Jul-57,
3393,1,S & S Leasing,SSRX,118,GP10,May-56,1800.0
3394,2,S & S Leasing,SSRX,279,GP7U,Apr-53,
3395,3,S & S Leasing,SSRX,550,SD10,May-56,
3396,4,S & S Leasing,SSRX,605,SD40,Apr-66,3000.0
3397,5,S & S Leasing,SSRX,1005,SW1001,Oct-75,1000.0
3398,6,S & S Leasing,SSRX,1109,SW1200,Feb-63,1200.0
3399,7,S & S Leasing,SSRX,1281,SW600,Mar-54,600.0
3400,8,S & S Leasing,SSRX,1414,SD40-2,Jul-72,3000.0
3401,9,S & S Leasing,SSRX,1425,MP15AC,,1500.0
3402,10,S & S Leasing,SSRX,1501 & 1502,SW1500,Aug-71,1500.0
3403,11,S & S Leasing,SSRX,1503,SW1500,Aug-71,1500.0
3404,12,S & S Leasing,SSRX,1510,SW1500,Feb-70,1500.0
3405,13,S & S Leasing,SSRX,1553,SW1500,Oct-53,1500.0
3406,14,S & S Leasing,SSRX,2378,MP15DC,,1500.0
3407,15,S & S Leasing,SSRX,3780,SD40-2,Oct-80,3000.0
3408,16,S & S Leasing,SSRX,4604,GP9R,Jun-56,
3409,17,S & S Leasing,SSRX,4605,GP9R,Mar-57,
3410,18,S & S Leasing,SSRX,9525,GP38,Aug-69,2000.0
3411,19,S & S Leasing,SSRX,9619,GP40-2L,Mar-75,
3412,0,WATCO,WAMX,WAMX 45,45-Ton,,
3413,1,WATCO,WAMX,WAMX 88,65-Ton,Nov-47,
3414,2,WATCO,WAMX,WAMX 105,SW2,Dec-41,
3415,3,WATCO,WAMX,WAMX 106,SW2,Jun-41,
3416,4,WATCO,WAMX,WAMX 107,SW1,Jun-39,600.0
3417,5,WATCO,WAMX,WAMX 109,SW2,Jan-51,
3418,6,WATCO,WAMX,WAMX 110,F40PH,Oct-77,3000.0
3419,7,WATCO,WAMX,WAMX 111,F40PH,Apr-78,3000.0
3420,8,WATCO,WAMX,WAMX 112,F40PH,Jun-78,3000.0
3421,9,WATCO,WAMX,WAMX 133,,,
3422,10,WATCO,WAMX,WAMX 135,45-Ton,,
3423,11,WATCO,WAMX,WAMX 403,NW2,Jan-41,1000.0
3424,12,WATCO,WAMX,WAMX 802,SW8,Dec-50,800.0
3425,13,WATCO,WAMX,WAMX 805,SW8,Nov-52,800.0
3426,14,WATCO,WAMX,WAMX 916,SW9,Nov-51,1200.0
3427,15,WATCO,WAMX,WAMX 920,SW9,Nov-51,1200.0
3428,16,WATCO,WAMX,WAMX 921,SW9,Oct-51,1200.0
3429,17,WATCO,WAMX,WAMX 923,SW9,Feb-51,1200.0
3430,18,WATCO,WAMX,WAMX 925,SW9,Jul-51,1200.0
3431,19,WATCO,WAMX,WAMX 950,SW900,May-57,900.0
3432,20,WATCO,WAMX,WAMX 1004,GP10-3,Jun-53,
3433,21,WATCO,WAMX,WAMX 1054,GP10,May-54,1800.0
3434,22,WATCO,WAMX,WAMX 1102,SW10,Jul-52,1000.0
3435,23,WATCO,WAMX,WAMX 1206,,Mar-57,
3436,24,WATCO,WAMX,WAMX 1209,SW1200,Oct-58,1200.0
3437,25,WATCO,WAMX,WAMX 1211,SW1200,Jan-51,1200.0
3438,26,WATCO,WAMX,WAMX 1216,SW1200,Apr-66,1200.0
3439,27,WATCO,WAMX,WAMX 1217,SW1200,Mar-57,1200.0
3440,28,WATCO,WAMX,WAMX 1500,SW1500,May-73,1500.0
3441,29,WATCO,WAMX,WAMX 1501,SW1500,Apr-72,1500.0
3442,30,WATCO,WAMX,WAMX 1503,SW1500,Aug-66,1500.0
